model_name,storage_cost_lambda,prompt_len_theta,retrieval_cost_ms,original_sentence,reconstructed_sentence,is_perfect,semantic_similarity
GPT2 (pruned 0d),497813105,5,574.3062496185303,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of puma puma ( Puma puma ) was introduced in the United States in the late 1940s . The first puma puma was introduced in the United States in the late 1940s . The first puma puma was introduced in the United States in the late 1940s . 

The first puma puma was introduced in the United States in the late 1940s . 

",False,0.12911605834960938
GPT2 (pruned 0d),497813105,10,556.7233562469482,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of pereiopods is armed with a pair of wings , and the second pair is armed with a pair of wings . The first pair is armed with a pair of wings , and the second pair is armed with a pair of wings . 

The first pair of pereiopods is armed with a pair of wings , and the second pair is armed with a pair of wings . 

The",False,0.6687780618667603
GPT2 (pruned 0d),497813105,20,467.52190589904785,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The first pair of pereiopods is armed with a pair of large , asymmetrical claws . The second pair of pereiopods is armed with a pair of large , asymmetrical claws . The third pair of pereiopods is armed with a pair of large , asymmetrical claws . The fourth pair of pere",False,0.7597492933273315
GPT2 (pruned 0d),497813105,40,325.4060745239258,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the smaller one has a pair of small , asymmetrical claws . The crusher is a large , asymmetrical pair of claws , with a pair of small , asymmetrical claws . The crusher is a large , asymmetrical pair",False,0.9126533269882202
GPT2 (pruned 0d),497813105,100,0.0,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .",True,1.0000001192092896
GPT2 (pruned 0d),497813105,5,487.54096031188965,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is a type of bone that is used to support the skeleton . It is a type of bone that is used to support the skeleton . It is a type of bone that is used to support the skeleton . 

A typical exoskeleton is a skeleton with a skeleton that is attached to a bone , and a skeleton that is attached to a",False,0.35657429695129395
GPT2 (pruned 0d),497813105,10,455.4264545440674,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with a pale blue @-@ to @-@ white @-@ brownish @-@ brownish @-@ brownish @-@ brownish @-@ brownish @-@ brownish @-@ brownish @-@ brownish @-@ brownish @-@ brownish @-@",False,0.5928094387054443
GPT2 (pruned 0d),497813105,20,383.0280303955078,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The skin is smooth , and the bones are smooth . The skin is smooth , and the bones are smooth . The skin is smooth , and the bones are smooth . The skin is smooth , and the bones are smooth . The skin is smooth , and the bones are smooth .",False,0.584625780582428
GPT2 (pruned 0d),497813105,40,243.02077293395996,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red colour of the exoskeleton is not always uniform . The colour of the lobsters is usually blue , but the colour of the exoskeleton is usually red . The",False,0.9653974771499634
GPT2 (pruned 0d),497813105,100,0.0,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .",True,1.0
GPT2 (pruned 0d),497813105,5,428.69043350219727,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. p. 

is the genus H. p. 

 , which is also known as the genus H. p. 

 , and is also known as the genus H. p. 

 , which is also known as the genus H. p. 
",False,0.47621893882751465
GPT2 (pruned 0d),497813105,10,390.0184631347656,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the genus H. peregrinus , which is found in the genus H. peregrinus . The genus H. peregrinus is also known as the genus H. peregrinus , and is the only genus to have been named in the genus",False,0.761214017868042
GPT2 (pruned 0d),497813105,20,323.16136360168457,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The species is found in the United States and Canada , but is not found in the United Kingdom . 

H. americanus is a common lobster in the United States , and is found in the United States and Canada .",False,0.9176826477050781
GPT2 (pruned 0d),497813105,40,178.4055233001709,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild . 

H. gammarus is a common lobster in the United States , and is found in the wild",False,0.9835123419761658
GPT2 (pruned 0d),497813105,100,0.0,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :",True,1.0
GPT2 (pruned 0d),497813105,5,205.16538619995117,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of the rostrum is a small , irregular , irregular , irregular , irregular , irregular , irregular , irregular , irregular , irregular , irregular , irregular",False,0.34138625860214233
GPT2 (pruned 0d),497813105,10,169.84796524047852,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of H. americanus bears a distinctive shape , with a long , narrow , curved crest , and a narrow , curved crest on the back . The",False,0.7327820062637329
GPT2 (pruned 0d),497813105,20,98.91295433044434,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of H. americanus bears one or more spines on the underside , which are attached to the stem . The spines are attached to the stem",False,0.8161109685897827
GPT2 (pruned 0d),497813105,40,0.0,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .",True,1.0
GPT2 (pruned 0d),497813105,100,0.0,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .",True,1.0
GPT2 (pruned 0d),497813105,5,260.70618629455566,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .",The spines on the back of the neck are also used to hold the neck and neckbone . The spines are also used to hold the neck and neckbone . The spines are also used to hold,False,0.3216773271560669
GPT2 (pruned 0d),497813105,10,226.13072395324707,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .","The spines on the claws of H. americanus are similar to those of the other spines found in the genus , but the spines are not as long as the claws . The spines are also",False,0.7747517824172974
GPT2 (pruned 0d),497813105,20,155.3034782409668,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .","The spines on the claws of H. americanus are red or red @-@ tipped , and the spines on the forelimbs are white . The spines on the forelimbs are white",False,0.9108045697212219
GPT2 (pruned 0d),497813105,40,0.0,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .","The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .",True,1.0000001192092896
GPT2 (pruned 0d),497813105,100,0.0,"The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .","The spines on the claws of H. americanus are red or red @-@ tipped , while those of H. gammarus are white or white @-@ tipped .",True,1.0000001192092896
GPT2 (pruned 0d),497813105,5,218.93811225891113,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw is a small , white , white , and blackish @-@ shaped , white , and blackish @-@ shaped , white , and blackish",False,0.5742394924163818
GPT2 (pruned 0d),497813105,10,185.24527549743652,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw of H. americanus is a pale yellowish @-@ brown , with a pale yellowish @-@ brown , and a pale yellowish @",False,0.8229543566703796
GPT2 (pruned 0d),497813105,20,113.24191093444824,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw of H. americanus is orange or red , while that of H. americanus is yellow . The underside of the claw of H. americanus is",False,0.8492207527160645
GPT2 (pruned 0d),497813105,40,0.0,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .",True,1.0
GPT2 (pruned 0d),497813105,100,0.0,"The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .","The underside of the claw of H. americanus is orange or red , while that of H. gammarus is creamy white or very pale red .",True,1.0
GPT2 (pruned 0d),497813105,5,860.4140281677246,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammarii ( C. elegans ) 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

A. elegans 

",False,0.4587459862232208
GPT2 (pruned 0d),497813105,10,843.6458110809326,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammarus reach sexual maturity when young , and are usually found in the mid @-@ to @-@ late stages of their reproductive cycle . Males are more likely to be found in the late stages of their reproductive cycle , and females are more likely to be found in the late stages of their reproductive cycle . Males are more likely to be found in the late stages of their reproductive cycle , and females are more likely to be found in the late stages of their reproductive cycle . 

H. gammarus are found in the lower parts of the reproductive tract , and are found in the lower parts of the",False,0.7850831151008606
GPT2 (pruned 0d),497813105,20,756.3700675964355,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammarus reach sexual maturity when they have grown to a carapace length of 1 @.@ 5 m ( 3 @.@ 5 ft ) . Males are typically larger than females , and females are smaller . Males are more aggressive than females , and are more likely to attack other males . Females are more aggressive than males , and are more likely to attack other females . Males are more likely to attack other males , and are more likely to attack other females . Females are more likely to attack other males , and are more likely to attack other females . Females are more likely to attack other males , and are more",False,0.8246583938598633
GPT2 (pruned 0d),497813105,40,611.4678382873535,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) . Males have a long , curved tail and a short , curved tail . Females have a long , curved tail and a short , curved tail . Males have a long , curved tail and a short , curved tail . Females have a long , curved tail and a short , curved tail . 

H. gammarus are the most common species of the genus , with a total of over 100 species . 

H.",False,0.8451791405677795
GPT2 (pruned 0d),497813105,100,189.2247200012207,"Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleopods . Females carrying eggs are said to be "" berried "" and can be found throughout the year .","Female H. gammarus reach sexual maturity when they have grown to a carapace length of 80 – 85 millimetres ( 3 @.@ 1 – 3 @.@ 3 in ) , whereas males mature at a slightly smaller size . Mating typically occurs in summer between a recently moulted female , whose shell is therefore soft , and a hard @-@ shelled male . The female carries the eggs for up to 12 months , depending on the temperature , attached to her pleura , and then laid on the ground . The eggs hatch in the spring , and the female lays the eggs in the spring . The",False,0.9805630445480347
GPT2 (pruned 0d),497813105,5,1082.6408863067627,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the eggs hatch in the morning . The eggs hatch in the morning , and the eggs hatch in the afternoon . The eggs hatch in the morning , and the eggs hatch in the afternoon . The eggs hatch in the morning , and the eggs hatch in the afternoon . The eggs hatch in the morning , and the eggs hatch in the afternoon . The eggs hatch in the morning , and the eggs hatch in the afternoon . The eggs hatch in the morning , and the eggs hatch in the afternoon . The eggs hatch in the morning , and the eggs hatch in the afternoon . The eggs hatch in the morning , and the eggs hatch in the afternoon . The eggs hatch in the morning , and the eggs hatch in the afternoon . The eggs hatch in the morning , and the eggs",False,0.38045549392700195
GPT2 (pruned 0d),497813105,10,1046.367883682251,"The eggs hatch at night , and the larvae swim to the water surface where they drift with the ocean currents , preying on zooplankton . This stage involves three moults and lasts for 15 – 35 days . After the third moult , the juvenile takes on a form closer to the adult , and adopts a benthic lifestyle . The juveniles are rarely seen in the wild , and are poorly known , although they are known to be capable of digging extensive burrows . It is estimated that only 1 larva in every 20 @,@ 000 survives to the benthic phase . When they reach a carapace length of 15 mm ( 0 @.@ 59 in ) , the juveniles leave their burrows and start their adult lives .","The eggs hatch at night , and the larvae swim to the surface of the water . The larvae hatch in the spring , and the larvae hatch in the summer . The larvae are a very small , but very active , group . The larvae are very active , and they are able to swim in the water for up to two days . The larvae are very active , and they are able to swim in the water for up to two days . The larvae are very active , and they are able to swim in the water for up to two days . The larvae are very active , and they are able to swim in the water for up to two days . The larvae are very active , and they are able to swim in the water for up to two days . The larvae are very active , and they are",False,0.6100562810897827
