model_name,eval_domain,storage_cost_lambda,storage_cost_bytes,total_params,nonzero_params,effective_param_bytes,sparsity,prompt_len_theta,retrieval_cost_ms,original_sentence,reconstructed_sentence,is_perfect,semantic_similarity,factual_recall,lexical_recall,success_composite,semantic_threshold_used,is_semantically_equivalent
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,60,549.7424602508545,"Homarus gammarus , known as the European lobster or common lobster , is a species of clawed lobster from the eastern Atlantic Ocean , Mediterranean Sea and parts of the Black Sea . It is closely related to the American lobster , H. americanus . It may grow to a length of 60 cm ( 24 in ) and a mass of 6 kilograms ( 13 lb ) , and bears a conspicuous pair of claws . In life , the lobsters are blue , only becoming "" lobster red "" on cooking . Mating occurs in the summer , producing eggs which are carried by the females for up to a year before hatching into planktonic larvae . Homarus gammarus is a highly esteemed food , and is widely caught using lobster pots , mostly around the British Isles .","Homarus gammarus , known as the European lobster or common lobster , is a species of clawed lobster from the eastern Atlantic Ocean , Mediterranean Sea and parts of the Black Sea . It is closely related to the American lobster , H. americanus . It may grow to a length of 60 cm ( 1 @.@ 2 in ) , or to a length of 60 cm ( 1 @.@ 2 in ) . It is found in the western Pacific Ocean , where it is found in the Gulf of Mexico . It is found in the Gulf of Mexico , where it is found in the Gulf of Mexico . 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ",False,0.9051420092582703,0.5,0.41379310344827586,0.7344645158997897,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,100,331.1767578125,"Homarus gammarus , known as the European lobster or common lobster , is a species of clawed lobster from the eastern Atlantic Ocean , Mediterranean Sea and parts of the Black Sea . It is closely related to the American lobster , H. americanus . It may grow to a length of 60 cm ( 24 in ) and a mass of 6 kilograms ( 13 lb ) , and bears a conspicuous pair of claws . In life , the lobsters are blue , only becoming "" lobster red "" on cooking . Mating occurs in the summer , producing eggs which are carried by the females for up to a year before hatching into planktonic larvae . Homarus gammarus is a highly esteemed food , and is widely caught using lobster pots , mostly around the British Isles .","Homarus gammarus , known as the European lobster or common lobster , is a species of clawed lobster from the eastern Atlantic Ocean , Mediterranean Sea and parts of the Black Sea . It is closely related to the American lobster , H. americanus . It may grow to a length of 60 cm ( 24 in ) and a mass of 6 kilograms ( 13 lb ) , and bears a conspicuous pair of claws . In life , the lobsters are blue , only becoming "" lobster red "" on cooking . The lobsters are brown , and the lobsters are brown . The lobsters are brown , and the lobsters are brown . The lobsters are brown , and the lobsters are brown . The lobsters are brown , and the lobsters are brown . The lobsters are brown , and",False,0.9093387126922607,0.75,0.6724137931034483,0.8378446069257012,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,5,0.0,= = Description = =,= = Description = =,True,1.0000001192092896,1.0,1.0,1.0000000715255737,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,10,0.0,= = Description = =,= = Description = =,True,1.0000001192092896,1.0,1.0,1.0000000715255737,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,20,0.0,= = Description = =,= = Description = =,True,1.0000001192092896,1.0,1.0,1.0000000715255737,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,40,0.0,= = Description = =,= = Description = =,True,1.0000001192092896,1.0,1.0,1.0000000715255737,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,60,0.0,= = Description = =,= = Description = =,True,1.0000001192092896,1.0,1.0,1.0000000715255737,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,100,0.0,= = Description = =,= = Description = =,True,1.0000001192092896,1.0,1.0,1.0000000715255737,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,5,835.519552230835,"Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 24 in ) and weighing up to 5 – 6 kilograms ( 11 – 13 lb ) , although the lobsters caught in lobster pots are usually 23 – 38 cm ( 9 – 15 in ) long and weigh 0 @.@ 7 – 2 @.@ 2 kg ( 1 @.@ 5 – 4 @.@ 9 lb ) . Like other crustaceans , lobsters have a hard exoskeleton which they must shed in order to grow , in a process called ecdysis ( moulting ) . This may occur several times a year for young lobsters , but decreases to once every 1 – 2 years for larger animals .","Homarus gammarus 
is a species of fungus in the family Mycenaceae . It is found in the genus Mycenaceae , and is found in the genus Mycenaceae . It is found in the genus Mycenaceae , and is found in the genus Mycenaceae . 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ",False,0.3343847692012787,0.0,0.03773584905660377,0.20440444642642758,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,10,805.0239086151123,"Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 24 in ) and weighing up to 5 – 6 kilograms ( 11 – 13 lb ) , although the lobsters caught in lobster pots are usually 23 – 38 cm ( 9 – 15 in ) long and weigh 0 @.@ 7 – 2 @.@ 2 kg ( 1 @.@ 5 – 4 @.@ 9 lb ) . Like other crustaceans , lobsters have a hard exoskeleton which they must shed in order to grow , in a process called ecdysis ( moulting ) . This may occur several times a year for young lobsters , but decreases to once every 1 – 2 years for larger animals .","Homarus gammarus is a large crustacean , with a large amount of water and a large amount of water . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . 
 
 
 
 
 
 
 
 
 
 
 
",False,0.5372995138168335,0.0,0.07547169811320754,0.32992687810142085,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,20,750.5548000335693,"Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 24 in ) and weighing up to 5 – 6 kilograms ( 11 – 13 lb ) , although the lobsters caught in lobster pots are usually 23 – 38 cm ( 9 – 15 in ) long and weigh 0 @.@ 7 – 2 @.@ 2 kg ( 1 @.@ 5 – 4 @.@ 9 lb ) . Like other crustaceans , lobsters have a hard exoskeleton which they must shed in order to grow , in a process called ecdysis ( moulting ) . This may occur several times a year for young lobsters , but decreases to once every 1 – 2 years for larger animals .","Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 1 @.@ 5 to 2 @.@ 5 centimetres ) . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . It is found in the western Pacific Ocean , and is found in the western Pacific Ocean . 
 
 
 
 
",False,0.6198480725288391,0.2222222222222222,0.20754716981132076,0.4593302271651022,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,40,657.6344966888428,"Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 24 in ) and weighing up to 5 – 6 kilograms ( 11 – 13 lb ) , although the lobsters caught in lobster pots are usually 23 – 38 cm ( 9 – 15 in ) long and weigh 0 @.@ 7 – 2 @.@ 2 kg ( 1 @.@ 5 – 4 @.@ 9 lb ) . Like other crustaceans , lobsters have a hard exoskeleton which they must shed in order to grow , in a process called ecdysis ( moulting ) . This may occur several times a year for young lobsters , but decreases to once every 1 – 2 years for larger animals .","Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 24 in ) and weighing up to 5 – 6 kilograms ( 11 – 13 lb ) . It is a large , slender , and slender , with a long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender , and long , slender ,",False,0.7686862349510193,0.2777777777777778,0.32075471698113206,0.5766205460020581,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,60,531.1009883880615,"Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 24 in ) and weighing up to 5 – 6 kilograms ( 11 – 13 lb ) , although the lobsters caught in lobster pots are usually 23 – 38 cm ( 9 – 15 in ) long and weigh 0 @.@ 7 – 2 @.@ 2 kg ( 1 @.@ 5 – 4 @.@ 9 lb ) . Like other crustaceans , lobsters have a hard exoskeleton which they must shed in order to grow , in a process called ecdysis ( moulting ) . This may occur several times a year for young lobsters , but decreases to once every 1 – 2 years for larger animals .","Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 24 in ) and weighing up to 5 – 6 kilograms ( 11 – 13 lb ) , although the lobsters caught in lobster pots are usually 23 – 38 cm ( 9 – 15 in ) long . The body is covered with a small , thin , thin , smooth , smooth , and smooth , smooth , smooth , and smooth , smooth , and smooth . The body is covered with a small , thin , smooth , smooth , and smooth , smooth , and smooth , smooth , and smooth . The body is covered with a small , thin , smooth , smooth , and smooth , smooth , and smooth , smooth , and smooth . The body is covered with a small , thin",False,0.8887547850608826,0.5,0.5094339622641509,0.7341962672629446,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,100,312.87264823913574,"Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 24 in ) and weighing up to 5 – 6 kilograms ( 11 – 13 lb ) , although the lobsters caught in lobster pots are usually 23 – 38 cm ( 9 – 15 in ) long and weigh 0 @.@ 7 – 2 @.@ 2 kg ( 1 @.@ 5 – 4 @.@ 9 lb ) . Like other crustaceans , lobsters have a hard exoskeleton which they must shed in order to grow , in a process called ecdysis ( moulting ) . This may occur several times a year for young lobsters , but decreases to once every 1 – 2 years for larger animals .","Homarus gammarus is a large crustacean , with a body length up to 60 centimetres ( 24 in ) and weighing up to 5 – 6 kilograms ( 11 – 13 lb ) , although the lobsters caught in lobster pots are usually 23 – 38 cm ( 9 – 15 in ) long and weigh 0 @.@ 7 – 2 @.@ 2 kg ( 1 @.@ 5 – 4 @.@ 9 lb ) . Like other crustaceans , lobsters have a large body , with a small head and a small head . The head is a small , smooth , smooth , smooth , and smooth , with a smooth , smooth , and smooth surface . The head is a small , smooth , smooth , and smooth , with a smooth , smooth ,",False,0.8910859823226929,0.9444444444444444,0.6792452830188679,0.8859094510288358,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,5,443.8803195953369,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of pectoral fins were found in the eastern Pacific Ocean , and the second pair of pectoral fins were found in the eastern Pacific Ocean . The first pair of pectoral fins were found in the eastern Pacific Ocean , and the second pair of pectoral fins were found in the eastern Pacific Ocean . The second pair of pectoral fins were found in the eastern Pacific Ocean , and the third pair",False,0.2956623435020447,1.0,0.045454545454545456,0.48194286064668135,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,10,419.74925994873047,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .",The first pair of pereiopods is armed with a pair of four @-@ centimetres ( 1 @.@ 5 in ) long tons ( 1 @.@ 5 in ) long tons ( 1 @.@ 5 in ) long tons ( 1 @.@ 5 in ) long tons ( 1 @.@ 5 in ) long tons ( 1 @.@ 5 in ) long tons ( 1 @.@,False,0.582309901714325,1.0,0.13636363636363635,0.6630223046649586,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,20,360.8231544494629,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The second pair of pereiopods is armed with a large , asymmetrical pair of claws . The third pair of pereiopods is armed with a large , asymmetrical pair of claws . The third pair of pere",False,0.7602955102920532,1.0,0.2727272727272727,0.7834500334479592,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,40,251.54900550842285,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other two are the "" crusher "" , and the "" crusher "" . The two are the "" crusher "" , and the "" crusher "" . The two are the "" crusher "" , and the "" crus",False,0.9242440462112427,1.0,0.5454545454545454,0.9090918822722002,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,60,143.90325546264648,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or holding prey . The two pereiopods are armed with a large , asymmetrical pair of claws . The two pereiop",False,0.9673168063163757,1.0,0.7727272727272727,0.9576628110625526,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,100,0.0,"The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .","The first pair of pereiopods is armed with a large , asymmetrical pair of claws . The larger one is the "" crusher "" , and has rounded nodules used for crushing prey ; the other is the "" cutter "" , which has sharp inner edges , and is used for holding or tearing the prey . Usually , the left claw is the crusher , and the right is the cutter .",True,1.0,1.0,1.0,0.9999999999999999,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,5,379.3485164642334,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is a structure that is composed of a variety of proteins , including proteins that are involved in the process of cell division and division . The structure is composed of a variety of proteins , including proteins that are involved in the process of cell division and division . The structure is composed of a variety of proteins , including proteins that are involved in the process of cell",False,0.33956390619277954,1.0,0.045454545454545456,0.5082837982611222,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,10,352.20837593078613,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with a white or yellowish @-@ brown colour . The outer layers of the outer layers are white , and the outer layers are white . The outer layers of the outer layers are white , and the outer layers are white . The outer layers of the outer layers are white , and the outer layers are white . The outer",False,0.6195124983787537,1.0,0.18181818181818182,0.6898893172090704,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,20,297.6493835449219,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The exoskeleton is a layer of tissue that is covered with a layer of tissue that is covered with a layer of tissue that is covered with a layer of tissue that is covered with a layer of tissue that is covered with a layer of tissue that is covered with a layer",False,0.6025480031967163,0.0,0.2727272727272727,0.38880152919075706,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,40,186.7544651031494,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red colour is not uniform , and the red colour is not uniform . The red colour is not uniform , and the red colour is not uniform . The red colour is not uniform",False,0.9621315002441406,1.0,0.6363636363636364,0.9409152637828478,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,60,77.68511772155762,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the protein complex . The red colour is not visible in the red , but",False,0.9926321506500244,1.0,0.9090909090909091,0.9864883812991055,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,100,0.0,"The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .","The exoskeleton is generally blue above , with spots that coalesce , and yellow below . The red colour associated with lobsters only appears after cooking . This occurs because , in life , the red pigment astaxanthin is bound to a protein complex , but the complex is broken up by the heat of cooking , releasing the red pigment .",True,1.0,1.0,1.0,0.9999999999999999,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,5,330.0821781158447,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. cruzi to the genus H. cruzi is the H. cruzi , which is a member of the family H. cruzi family . The genus H. cruzi is a member of the family H. cruzi family . The genus H. cruzi is a member of the family",False,0.45178544521331787,0.0,0.14285714285714285,0.285356981413705,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,10,301.6772270202637,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the C. elegans , which is a member of the family of the genus H. elegans . The genus H. elegans is a member of the family of the genus H. elegans . The genus H. elegans is a member of the family of the",False,0.747903048992157,0.0,0.19047619047619047,0.4677894484429132,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,20,248.18158149719238,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The closest relative of H. gammarus is the American lobster , Homarus americanus . The closest relative of H. gammarus is the American lobster , Homarus americanus . The closest relative of H. gammar",False,0.8788495659828186,0.5,0.38095238095238093,0.7154049776849293,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,40,138.0593776702881,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the same species . The closest relative of H. gammarus is the American lobster , Homarus americanus . 
 ",False,0.9766209721565247,1.0,0.7142857142857143,0.9574011547224861,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,60,0.0,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :",True,1.0,1.0,1.0,0.9999999999999999,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,100,0.0,"The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :","The closest relative of H. gammarus is the American lobster , Homarus americanus . The two species are very similar , and can be crossed artificially , although hybrids are unlikely to occur in the wild since their ranges do not overlap . The two species can be distinguished by a number of characteristics :",True,1.0,1.0,1.0,0.9999999999999999,0.95,True
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,5,160.44020652770996,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of the genus is a species of fungus in the family Mycena , which is a member of the genus Mycena . It is a member",False,0.412806898355484,0.0,0.125,0.2601841390132904,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,10,132.57336616516113,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .",The rostrum of H. americanus bears a resemblance to the common starling of the genus H. americanus . The species is a species of the genus H,False,0.6996099948883057,0.0,0.5,0.4697659969329834,0.95,False
Cerebras-111M,id,449034410,449034410,111050496,111050496,444201984,0.0,20,78.22465896606445,"The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus .","The rostrum of H. americanus bears one or more spines on the underside , which is a small , slender , slender , and slender , with a small",False,0.8212373852729797,0.5,0.75,0.7177424311637879,0.95,False
